"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"18","general OB/GYN","9","[""adolescent gynecology ages 0-22 contraception"", ""repeat pap smear follow-up pap"", ""myomectomy fibroid surgery"", ""colposcopy abnormal pap office procedure""]","It's mostly colposcopy abnormal pap office procedure, repeat pap smear follow-up pap, myomectomy fibroid surgery, and colposcopy abnormal pap office procedure since yesterday, worse in the morning."
"18","general OB/GYN","10","[""colposcopy abnormal pap office procedure"", ""gynecology exam burning itching irritation vaginal area painful urination irregular menstruation discharge odor bumps"", ""breast lump breast mass breast discomfort breast pain breast redness""]","colposcopy abnormal pap office procedure, itchiness, and ongoing pain for two weeks. Should I be concerned?"
"19","general OB/GYN","1","[""depo injection birth control DMPA contraception"", ""UTI urinary tract infection painful urination burning urination cystitis"", ""gardasil HPV shot HPV vaccine"", ""hormone replacement therapy menopause HRT"", ""vulvodynia vulvar lesion vulvar rash vulvar discomfort pain"", ""endometrial biopsy""]","Recently it's been IUD consult intrauterine device birth control device, it burns when I pee, gardasil HPV shot HPV vaccine, hormone replacement therapy menopause HRT, vulvodynia vulvar lesion vulvar rash vulvar discomfort soreness, and endometrial biopsy."
"19","general OB/GYN","2","[""breastfeeding problems lactation"", ""endometrial biopsy"", ""miscarriage pregnancy loss""]","It's mostly IUD consult intrauterine device birth control device, endometrial biopsy, and miscarriage pregnancy loss for several months, after intercourse."
"19","general OB/GYN","3","[""ovarian cyst ultrasound"", ""myomectomy fibroid surgery"", ""hormone replacement therapy menopause HRT"", ""ectopic pregnancy pregnant in tubes miscarriage"", ""fibroids uterine fibroids""]","Recently it's been IUD consult intrauterine device birth control device, myomectomy fibroid surgery, hormone replacement therapy menopause HRT, ectopic pregnancy pregnant in tubes miscarriage, and fibroids uterine fibroids."
"19","general OB/GYN","4","[""adolescent gynecology ages 0-22 contraception"", ""incision check post surgical c-section surgery follow-up"", ""abnormal pap smear repeat"", ""IUD consult intrauterine device birth control device""]","Recently it's been IUD consult intrauterine device birth control device, incision check post surgical c-section surgery follow-up, abnormal pap smear repeat, and IUD consult intrauterine device birth control device."
"19","general OB/GYN","5","[""repeat pap smear follow-up pap"", ""endometrial biopsy"", ""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash"", ""IUD consult intrauterine device birth control device""]","Lately I've noticed IUD consult intrauterine device birth control device, endometrial biopsy, itchiness, and IUD consult intrauterine device birth control device for two weeks."
"19","general OB/GYN","6","[""miscarriage pregnancy loss"", ""fibroids uterine fibroids"", ""hysteroscopy procedure in office"", ""IUD consult intrauterine device birth control device""]","It's mostly miscarriage pregnancy loss, fibroids uterine fibroids, hysteroscopy procedure in office, and IUD consult intrauterine device birth control device for two weeks, after intercourse."
"19","general OB/GYN","7","[""non-stress test fetal monitoring baby wellbeing"", ""miscarriage pregnancy loss"", ""IUD consult intrauterine device birth control device""]","I keep getting non-stress test fetal monitoring baby wellbeing, miscarriage pregnancy loss, and IUD consult intrauterine device birth control device recently, after exercise."
"19","general OB/GYN","8","[""infertility IVF reproductive assistance"", ""amenorrhea no period 6 months"", ""colposcopy abnormal pap office procedure"", ""annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test"", ""fibroids uterine fibroids""]","Symptoms include IUD consult intrauterine device birth control device, amenorrhea no period 6 months, colposcopy abnormal pap office procedure, annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test, and fibroids uterine fibroids over the past month."
"19","general OB/GYN","9","[""IUD consult intrauterine device birth control device"", ""labial adhesion fused labia"", ""IUD insertion intrauterine device placement uterus"", ""sexual dysfunction intimacy problems""]","I've been dealing with IUD consult intrauterine device birth control device, labial adhesion fused labia, IUD insertion intrauterine device placement uterus, and sexual dysfunction intimacy problems for several months, with low back ache."
"19","general OB/GYN","10","[""breast lump breast mass breast discomfort breast pain breast redness"", ""amenorrhea no period 6 months"", ""gynecology exam burning itching irritation vaginal area painful urination irregular menstruation discharge odor bumps"", ""IUD consult intrauterine device birth control device""]","Lately I've noticed breast lump breast mass breast discomfort breast ache breast redness, amenorrhea no period 6 months, itchiness, and IUD consult intrauterine device birth control device for a few days."
"20","urogynecology & reconstructive pelvic medicine","1","[""cystocele bladder bulge vagina"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""post-op post operative follow-up surgery""]","I've been dealing with cystocele bladder bulge vagina, difficulty urinating urinary retention unable to urinate foley catheter, and post-op post operative follow-up surgery since yesterday, after exercise."
"20","urogynecology & reconstructive pelvic medicine","2","[""bladder incontinence bladder leakage"", ""cystocele bladder bulge vagina"", ""post-op post operative follow-up surgery"", ""stress incontinence urine leakage coughing sneezing""]","Persistent leaking urine, cystocele bladder bulge vagina, post-op post operative follow-up surgery, and leaking urine for a few days."
"20","urogynecology & reconstructive pelvic medicine","3","[""interstitial cystitis chronic bladder condition painful bladder syndrome"", ""cystocele bladder bulge vagina"", ""pessary fitting new pessary""]","For since yesterday, it's been ongoing pain, cystocele bladder bulge vagina, and pessary fitting new pessary. Any guidance?"
"20","urogynecology & reconstructive pelvic medicine","4","[""botox bladder treatment"", ""cystocele bladder bulge vagina"", ""bowel leakage fecal incontinence"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""pelvic floor disorder born female"", ""rectocele back vagina rectal prolapse tissue weakness""]","For over the past month, it's been cystocele bladder bulge vagina, cystocele bladder bulge vagina, urine leakage, cramping in my pelvis, pelvic floor disorder born female, and rectocele back vagina rectal prolapse tissue weakness. Any guidance?"
"20","urogynecology & reconstructive pelvic medicine","5","[""bladder prolapse"", ""post-op post operative follow-up surgery"", ""cystocele bladder bulge vagina"", ""rectovaginal fistula abnormal connection rectum vagina"", ""pessary care pessary changing""]","Having bladder prolapse, post-op post operative follow-up surgery, cystocele bladder bulge vagina, rectovaginal fistula abnormal connection rectum vagina, and pessary care pessary changing for two weeks. What could this be?"
"20","urogynecology & reconstructive pelvic medicine","6","[""botox bladder treatment"", ""cystocele bladder bulge vagina"", ""rectovaginal fistula abnormal connection rectum vagina""]","I've been dealing with cystocele bladder bulge vagina, cystocele bladder bulge vagina, and rectovaginal fistula abnormal connection rectum vagina for a few days, worse at night."
"20","urogynecology & reconstructive pelvic medicine","7","[""cystocele bladder bulge vagina"", ""bladder prolapse"", ""rectocele back vagina rectal prolapse tissue weakness""]","Having cystocele bladder bulge vagina, bladder prolapse, and rectocele back vagina rectal prolapse tissue weakness on and off. What could this be?"
"20","urogynecology & reconstructive pelvic medicine","8","[""bowel leakage fecal incontinence"", ""prolapse bladder uterine vaginal rectal"", ""cystocele bladder bulge vagina""]","It's mostly cystocele bladder bulge vagina, prolapse bladder uterine vaginal rectal, and cystocele bladder bulge vagina for a few days, after exercise."
"20","urogynecology & reconstructive pelvic medicine","9","[""rectovaginal fistula abnormal connection rectum vagina"", ""bladder prolapse"", ""urethral diverticulum urethra pouch""]","Lately I've noticed cystocele bladder bulge vagina, bladder prolapse, and urethral diverticulum urethra pouch on and off."
"20","urogynecology & reconstructive pelvic medicine","10","[""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""vaginal prolapse vaginal wall descent"", ""cystocele bladder bulge vagina"", ""uterine prolapse uterus descended""]","Having an ache in my lower abdomen, vaginal prolapse vaginal wall descent, cystocele bladder bulge vagina, and uterine prolapse uterus descended recently. What could this be?"
"21","urogynecology & reconstructive pelvic medicine","1","[""vesicovaginal fistula abnormal connection bladder vagina"", ""fecal incontinence bowel control"", ""prolapse bladder uterine vaginal rectal"", ""cystoscopy office procedure"", ""urodynamics UDS bladder function test""]","I keep getting vesicovaginal fistula abnormal connection bladder vagina, urine leakage, prolapse bladder uterine vaginal rectal, cystoscopy office procedure, and urodynamics UDS bladder function test on and off, with a low-grade fever."
"21","urogynecology & reconstructive pelvic medicine","2","[""difficulty urinating urinary retention unable to urinate foley catheter"", ""cystoscopy office procedure"", ""hysterectomy transgender gender affirming surgery born female"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""prolapse bladder uterine vaginal rectal""]","Lately I've noticed cystoscopy office procedure, cystoscopy office procedure, hysterectomy transgender gender affirming surgery born female, cramping in my pelvis, and prolapse bladder uterine vaginal rectal since yesterday."
"21","urogynecology & reconstructive pelvic medicine","3","[""urinary incontinence bladder control urine leakage"", ""urinary leakage urine leakage"", ""stress incontinence urine leakage coughing sneezing"", ""cystoscopy office procedure"", ""fecal incontinence bowel control"", ""vaginal prolapse vaginal wall descent""]","I keep getting cystoscopy office procedure, urinary leakage urine leakage, leaking urine, cystoscopy office procedure, leaking urine, and vaginal prolapse vaginal wall descent for several months, with low back ache."
"21","urogynecology & reconstructive pelvic medicine","4","[""cystoscopy office procedure"", ""uterine prolapse uterus descended"", ""bladder cancer"", ""pelvic organ prolapse POP"", ""urodynamics UDS bladder function test"", ""bowel leakage fecal incontinence""]","Recently it's been cystoscopy office procedure, uterine prolapse uterus descended, bladder cancer, pelvic organ prolapse POP, urodynamics UDS bladder function test, and leaking urine."
"21","urogynecology & reconstructive pelvic medicine","5","[""urinary leakage urine leakage"", ""cystoscopy office procedure"", ""prolapse bladder uterine vaginal rectal"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""urodynamics UDS bladder function test""]","Symptoms include cystoscopy office procedure, cystoscopy office procedure, prolapse bladder uterine vaginal rectal, difficulty urinating urinary retention unable to urinate foley catheter, and urodynamics UDS bladder function test for a few days."
"21","urogynecology & reconstructive pelvic medicine","6","[""gas incontinence unable to control gas"", ""pelvic organ prolapse POP"", ""uterine prolapse uterus descended"", ""cystoscopy office procedure"", ""bladder cancer""]","I've been dealing with cystoscopy office procedure, pelvic organ prolapse POP, uterine prolapse uterus descended, cystoscopy office procedure, and bladder cancer since yesterday, with nausea."
"21","urogynecology & reconstructive pelvic medicine","7","[""rectovaginal fistula abnormal connection rectum vagina"", ""bladder incontinence bladder leakage"", ""cystoscopy office procedure"", ""labia hypertrophy enlarged labia"", ""urethral diverticulum urethra pouch""]","I keep getting cystoscopy office procedure, leaking urine, cystoscopy office procedure, labia hypertrophy enlarged labia, and urethral diverticulum urethra pouch for several months, with a low-grade fever."
"21","urogynecology & reconstructive pelvic medicine","8","[""chronic UTI recurrent UTI frequent UTI 3 or more infections"", ""pelvic organ prolapse POP"", ""bladder incontinence bladder leakage"", ""bladder spasms"", ""cystoscopy office procedure""]","Recently it's been chronic UTI recurrent UTI frequent UTI 3 or more infections, pelvic organ prolapse POP, leaking urine, bladder spasms, and cystoscopy office procedure."
"21","urogynecology & reconstructive pelvic medicine","9","[""chronic UTI recurrent UTI frequent UTI 3 or more infections"", ""bowel leakage fecal incontinence"", ""cystoscopy office procedure""]","I keep getting cystoscopy office procedure, leaking urine, and cystoscopy office procedure over the past month, after exercise."
"21","urogynecology & reconstructive pelvic medicine","10","[""cystoscopy office procedure"", ""stress incontinence urine leakage coughing sneezing"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""blood in urine hematuria""]","Having cystoscopy office procedure, urine leakage, pelvic discomfort, and blood in my urine on and off. What could this be?"
"22","general OB/GYN","1","[""hormone replacement therapy menopause HRT"", ""colposcopy abnormal pap office procedure"", ""fibroids uterine fibroids"", ""surgery consult removal growth hysterectomy second opinion""]","I've been dealing with depo injection birth control DMPA contraception, colposcopy abnormal pap office procedure, fibroids uterine fibroids, and surgery consult removal growth hysterectomy second opinion for a few days, especially when standing."
"22","general OB/GYN","2","[""IUD removal intrauterine device removal uterus"", ""abnormal pap smear repeat"", ""adolescent gynecology ages 0-22 contraception"", ""depo injection birth control DMPA contraception""]","Recently it's been IUD removal intrauterine device removal uterus, abnormal pap smear repeat, adolescent gynecology ages 0-22 contraception, and depo injection birth control DMPA contraception."
"22","general OB/GYN","3","[""depo injection birth control DMPA contraception"", ""LEEP procedure loop electrosurgical excision"", ""gardasil HPV shot HPV vaccine"", ""hysteroscopy procedure in office""]","For since yesterday, it's been depo injection birth control DMPA contraception, LEEP procedure loop electrosurgical excision, gardasil HPV shot HPV vaccine, and hysteroscopy procedure in office. Any guidance?"
"22","general OB/GYN","4","[""colposcopy abnormal pap office procedure"", ""depo injection birth control DMPA contraception"", ""endometriosis""]","depo injection birth control DMPA contraception, depo injection birth control DMPA contraception, and endometriosis on and off. Should I be concerned?"
"22","general OB/GYN","5","[""gender affirming care transgender care born female"", ""incision check post surgical c-section surgery follow-up"", ""depo injection birth control DMPA contraception""]","I've been dealing with gender affirming care transgender care born female, incision check post surgical c-section surgery follow-up, and depo injection birth control DMPA contraception on and off, especially when standing."
"22","general OB/GYN","6","[""gender affirming care transgender care born female"", ""depo injection birth control DMPA contraception"", ""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash""]","It's mostly depo injection birth control DMPA contraception, depo injection birth control DMPA contraception, and itchiness over the past month, when I cough or sneeze."
"22","general OB/GYN","7","[""depo injection birth control DMPA contraception"", ""ectopic pregnancy pregnant in tubes miscarriage"", ""endometriosis""]","Having depo injection birth control DMPA contraception, ectopic pregnancy pregnant in tubes miscarriage, and endometriosis on and off. What could this be?"
"22","general OB/GYN","8","[""fibroids uterine fibroids"", ""new pregnancy positive pregnancy test new OB NOB LMP"", ""depo injection birth control DMPA contraception""]","I keep getting depo injection birth control DMPA contraception, new pregnancy positive pregnancy test new OB NOB LMP, and depo injection birth control DMPA contraception for several months, with nausea."
"22","general OB/GYN","9","[""depo injection birth control DMPA contraception"", ""ectopic pregnancy pregnant in tubes miscarriage"", ""adolescent gynecology ages 0-22 contraception""]","Having depo injection birth control DMPA contraception, ectopic pregnancy pregnant in tubes miscarriage, and adolescent gynecology ages 0-22 contraception for a few days. What could this be?"
"22","general OB/GYN","10","[""ovarian cyst ultrasound"", ""depo injection birth control DMPA contraception"", ""annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test""]","Persistent depo injection birth control DMPA contraception, depo injection birth control DMPA contraception, and annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test since yesterday."
"23","urogynecology & reconstructive pelvic medicine","1","[""blood in urine hematuria"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""urinary incontinence bladder control urine leakage""]","I've been dealing with pink or red urine, difficulty urinating urinary retention unable to urinate foley catheter, and urine leakage since yesterday, worse at night."
"23","urogynecology & reconstructive pelvic medicine","2","[""pessary care pessary changing"", ""hysterectomy VNOTES vaginal hysterectomy procedure"", ""interstitial cystitis chronic bladder condition painful bladder syndrome""]","Having difficulty urinating urinary retention unable to urinate foley catheter, hysterectomy VNOTES vaginal hysterectomy procedure, and persistent pain over the past month. What could this be?"
"23","urogynecology & reconstructive pelvic medicine","3","[""cystoscopy office procedure"", ""post-op post operative follow-up surgery"", ""cystocele bladder bulge vagina"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""bladder spasms""]","cystoscopy office procedure, post-op post operative follow-up surgery, cystocele bladder bulge vagina, difficulty urinating urinary retention unable to urinate foley catheter, and bladder spasms since yesterday. Should I be concerned?"
"23","urogynecology & reconstructive pelvic medicine","4","[""bowel leakage fecal incontinence"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""hysterectomy VNOTES vaginal hysterectomy procedure"", ""urethral diverticulum urethra pouch""]","Recently it's been difficulty urinating urinary retention unable to urinate foley catheter, difficulty urinating urinary retention unable to urinate foley catheter, hysterectomy VNOTES vaginal hysterectomy procedure, and urethral diverticulum urethra pouch."
"23","urogynecology & reconstructive pelvic medicine","5","[""fecal incontinence bowel control"", ""rectocele back vagina rectal prolapse tissue weakness"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""pelvic floor disorder born female""]","Symptoms include difficulty urinating urinary retention unable to urinate foley catheter, rectocele back vagina rectal prolapse tissue weakness, difficulty urinating urinary retention unable to urinate foley catheter, and pelvic floor disorder born female since yesterday."
"23","urogynecology & reconstructive pelvic medicine","6","[""prolapse bladder uterine vaginal rectal"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""bladder incontinence bladder leakage"", ""pelvic floor disorder born female""]","I keep getting prolapse bladder uterine vaginal rectal, difficulty urinating urinary retention unable to urinate foley catheter, leaking urine, and pelvic floor disorder born female for several months, worse at night."
"23","urogynecology & reconstructive pelvic medicine","7","[""pessary care pessary changing"", ""botox bladder treatment"", ""interstitial cystitis chronic bladder condition painful bladder syndrome"", ""gas incontinence unable to control gas""]","Persistent difficulty urinating urinary retention unable to urinate foley catheter, botox bladder treatment, persistent pain, and leaking urine over the past month."
"23","urogynecology & reconstructive pelvic medicine","8","[""botox bladder treatment"", ""difficulty urinating urinary retention unable to urinate foley catheter"", ""pessary fitting new pessary"", ""urinary incontinence bladder control urine leakage""]","Recently it's been difficulty urinating urinary retention unable to urinate foley catheter, difficulty urinating urinary retention unable to urinate foley catheter, pessary fitting new pessary, and urine leakage."
"23","urogynecology & reconstructive pelvic medicine","9","[""difficulty urinating urinary retention unable to urinate foley catheter"", ""chronic UTI recurrent UTI frequent UTI 3 or more infections"", ""urodynamics UDS bladder function test"", ""labia hypertrophy enlarged labia""]","difficulty urinating urinary retention unable to urinate foley catheter, chronic UTI recurrent UTI frequent UTI 3 or more infections, urodynamics UDS bladder function test, and labia hypertrophy enlarged labia over the past month. Should I be concerned?"
"23","urogynecology & reconstructive pelvic medicine","10","[""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""vesicovaginal fistula abnormal connection bladder vagina"", ""urethral diverticulum urethra pouch"", ""difficulty urinating urinary retention unable to urinate foley catheter""]","Symptoms include an ache in my lower abdomen, vesicovaginal fistula abnormal connection bladder vagina, urethral diverticulum urethra pouch, and difficulty urinating urinary retention unable to urinate foley catheter since yesterday."
"24","general OB/GYN","1","[""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash"", ""endometriosis"", ""ectopic pregnancy pregnant in tubes miscarriage""]","Symptoms include ectopic pregnancy pregnant in tubes miscarriage, endometriosis, and ectopic pregnancy pregnant in tubes miscarriage on and off."
"24","general OB/GYN","2","[""gender affirming care transgender care born female"", ""postpartum visit follow-up delivery after birth"", ""ectopic pregnancy pregnant in tubes miscarriage""]","Persistent ectopic pregnancy pregnant in tubes miscarriage, postpartum visit follow-up delivery after birth, and ectopic pregnancy pregnant in tubes miscarriage for several months."
"24","general OB/GYN","3","[""endometriosis"", ""gender affirming care transgender care born female"", ""breast lump breast mass breast discomfort breast pain breast redness"", ""adolescent gynecology ages 0-22 contraception""]","Symptoms include ectopic pregnancy pregnant in tubes miscarriage, gender affirming care transgender care born female, persistent pain, and adolescent gynecology ages 0-22 contraception for two weeks."
"24","general OB/GYN","4","[""ectopic pregnancy pregnant in tubes miscarriage"", ""endometrial biopsy"", ""prenatal visit initial first pregnancy visit"", ""heavy bleeding menstrual""]","I keep getting ectopic pregnancy pregnant in tubes miscarriage, endometrial biopsy, prenatal visit initial first pregnancy visit, and very heavy periods over the past month, with a low-grade fever."
"24","general OB/GYN","5","[""STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS"", ""IUD consult intrauterine device birth control device"", ""ectopic pregnancy pregnant in tubes miscarriage"", ""abnormal pap smear repeat""]","Persistent ectopic pregnancy pregnant in tubes miscarriage, IUD consult intrauterine device birth control device, ectopic pregnancy pregnant in tubes miscarriage, and abnormal pap smear repeat over the past month."
"24","general OB/GYN","6","[""miscarriage pregnancy loss"", ""postpartum visit follow-up delivery after birth"", ""ectopic pregnancy pregnant in tubes miscarriage"", ""heavy bleeding irregular bleeding irregular menstruation bleeding after sex""]","It's mostly ectopic pregnancy pregnant in tubes miscarriage, postpartum visit follow-up delivery after birth, ectopic pregnancy pregnant in tubes miscarriage, and heavy flow over the past month, with a low-grade fever."
"24","general OB/GYN","7","[""IUD consult intrauterine device birth control device"", ""LEEP procedure loop electrosurgical excision"", ""ectopic pregnancy pregnant in tubes miscarriage""]","Having IUD consult intrauterine device birth control device, LEEP procedure loop electrosurgical excision, and ectopic pregnancy pregnant in tubes miscarriage since yesterday. What could this be?"
"24","general OB/GYN","8","[""ectopic pregnancy pregnant in tubes miscarriage"", ""hormone replacement therapy menopause HRT"", ""postpartum visit follow-up delivery after birth"", ""IUD consult intrauterine device birth control device"", ""prenatal visit initial first pregnancy visit"", ""surgery consult removal growth hysterectomy second opinion""]","For recently, it's been ectopic pregnancy pregnant in tubes miscarriage, hormone replacement therapy menopause HRT, postpartum visit follow-up delivery after birth, IUD consult intrauterine device birth control device, prenatal visit initial first pregnancy visit, and surgery consult removal growth hysterectomy second opinion. Any guidance?"
"24","general OB/GYN","9","[""birth control consult contraception"", ""IUD consult intrauterine device birth control device"", ""ectopic pregnancy pregnant in tubes miscarriage""]","Symptoms include ectopic pregnancy pregnant in tubes miscarriage, IUD consult intrauterine device birth control device, and ectopic pregnancy pregnant in tubes miscarriage for several months."
"24","general OB/GYN","10","[""ectopic pregnancy pregnant in tubes miscarriage"", ""colposcopy abnormal pap office procedure"", ""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash"", ""annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test""]","I keep getting ectopic pregnancy pregnant in tubes miscarriage, colposcopy abnormal pap office procedure, itchiness, and annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test for several months, worse in the morning."
"25","general OB/GYN","1","[""gynecology exam burning itching irritation vaginal area painful urination irregular menstruation discharge odor bumps"", ""yeast infection white discharge cottage cheese discharge itching clumps"", ""adolescent gynecology ages 0-22 contraception"", ""incision check post surgical c-section surgery follow-up"", ""endometrial biopsy"", ""menopause hot flash no period mood swings""]","It's mostly persistent itching, itchiness, adolescent gynecology ages 0-22 contraception, incision check post surgical c-section surgery follow-up, endometrial biopsy, and menopause hot flash no period mood swings for several months, worse in the morning."
"25","general OB/GYN","2","[""heavy bleeding irregular bleeding irregular menstruation bleeding after sex"", ""gender affirming care transgender care born female"", ""nexplanon contraceptive implant arm insertion removal"", ""endometrial biopsy""]","Lately I've noticed endometrial biopsy, gender affirming care transgender care born female, nexplanon contraceptive implant arm insertion removal, and endometrial biopsy on and off."
"25","general OB/GYN","3","[""fibroids uterine fibroids"", ""myomectomy fibroid surgery"", ""endometrial biopsy"", ""incision check post surgical c-section surgery follow-up""]","Lately I've noticed fibroids uterine fibroids, myomectomy fibroid surgery, endometrial biopsy, and incision check post surgical c-section surgery follow-up over the past month."
"25","general OB/GYN","4","[""heavy bleeding menstrual"", ""endometrial biopsy"", ""nexplanon contraceptive implant arm insertion removal"", ""UTI urinary tract infection painful urination burning urination cystitis""]","endometrial biopsy, endometrial biopsy, nexplanon contraceptive implant arm insertion removal, and it burns when I pee for several months. Should I be concerned?"
"25","general OB/GYN","5","[""surgery consult removal growth hysterectomy second opinion"", ""fibroids uterine fibroids"", ""myomectomy fibroid surgery"", ""endometrial biopsy""]","Lately I've noticed surgery consult removal growth hysterectomy second opinion, fibroids uterine fibroids, myomectomy fibroid surgery, and endometrial biopsy for two weeks."
"25","general OB/GYN","6","[""menopause hot flash no period mood swings"", ""endometrial biopsy"", ""breast lump breast mass breast discomfort breast pain breast redness"", ""gardasil HPV shot HPV vaccine""]","I've been dealing with endometrial biopsy, endometrial biopsy, breast lump breast mass breast discomfort breast pain breast redness, and gardasil HPV shot HPV vaccine on and off, after intercourse."
"25","general OB/GYN","7","[""endometrial biopsy"", ""STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS"", ""menopause hot flash no period mood swings"", ""new pregnancy positive pregnancy test new OB NOB LMP""]","Recently it's been endometrial biopsy, STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS, menopause hot flash no period mood swings, and new pregnancy positive pregnancy test new OB NOB LMP."
"25","general OB/GYN","8","[""hormone replacement therapy menopause HRT"", ""STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS"", ""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash""]","Lately I've noticed endometrial biopsy, STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS, and itchiness on and off."
"25","general OB/GYN","9","[""STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS"", ""yeast infection white discharge cottage cheese discharge itching clumps"", ""hormone replacement therapy menopause HRT"", ""endometrial biopsy"", ""ectopic pregnancy pregnant in tubes miscarriage""]","Symptoms include STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS, persistent itching, hormone replacement therapy menopause HRT, endometrial biopsy, and ectopic pregnancy pregnant in tubes miscarriage for several months."
"25","general OB/GYN","10","[""myomectomy fibroid surgery"", ""endometrial biopsy"", ""annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test""]","Lately I've noticed endometrial biopsy, endometrial biopsy, and annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test on and off."
"26","general OB/GYN","1","[""amenorrhea no period 6 months"", ""breastfeeding problems lactation"", ""endometriosis"", ""endometrial biopsy""]","Persistent endometriosis, breastfeeding problems lactation, endometriosis, and endometrial biopsy recently."
"26","general OB/GYN","2","[""labial adhesion fused labia"", ""hormone replacement therapy menopause HRT"", ""gynecology exam burning itching irritation vaginal area painful urination irregular menstruation discharge odor bumps"", ""depo injection birth control DMPA contraception"", ""breast lump breast mass breast discomfort breast pain breast redness"", ""gardasil HPV shot HPV vaccine""]","Recently it's been endometriosis, hormone replacement therapy menopause HRT, itchiness, depo injection birth control DMPA contraception, ongoing pain, and gardasil HPV shot HPV vaccine."
"26","general OB/GYN","3","[""menopause hot flash no period mood swings"", ""gender affirming care transgender care born female"", ""endometriosis"", ""gynecology exam burning itching irritation vaginal area painful urination irregular menstruation discharge odor bumps"", ""IUD removal intrauterine device removal uterus""]","It's mostly menopause hot flash no period mood swings, gender affirming care transgender care born female, endometriosis, persistent itching, and IUD removal intrauterine device removal uterus for two weeks, especially when standing."
"26","general OB/GYN","4","[""LEEP procedure loop electrosurgical excision"", ""endometriosis"", ""infertility IVF reproductive assistance""]","Recently it's been endometriosis, endometriosis, and infertility IVF reproductive assistance."
"26","general OB/GYN","5","[""myomectomy fibroid surgery"", ""STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS"", ""gardasil HPV shot HPV vaccine""]","Symptoms include endometriosis, STI STD sexually transmitted infection herpes gonorrhea chlamydia HIV AIDS, and gardasil HPV shot HPV vaccine for several months."
"26","general OB/GYN","6","[""UTI urinary tract infection painful urination burning urination cystitis"", ""termination pregnancy unwanted pregnancy MVA manual vacuum aspiration"", ""ovarian cyst ultrasound""]","I keep getting endometriosis, termination pregnancy unwanted pregnancy MVA manual vacuum aspiration, and ovarian cyst ultrasound over the past month, with low back ache."
"26","general OB/GYN","7","[""postpartum visit follow-up delivery after birth"", ""adolescent gynecology ages 0-22 contraception"", ""myomectomy fibroid surgery"", ""heavy bleeding irregular bleeding irregular menstruation bleeding after sex""]","Lately I've noticed endometriosis, adolescent gynecology ages 0-22 contraception, myomectomy fibroid surgery, and very heavy periods on and off."
"26","general OB/GYN","8","[""incision check post surgical c-section surgery follow-up"", ""heavy bleeding menstrual"", ""endometriosis"", ""breast lump breast mass breast discomfort breast pain breast redness"", ""adolescent gynecology ages 0-22 contraception"", ""gender affirming care transgender care born female""]","Having endometriosis, soaking pads quickly, endometriosis, breast lump breast mass breast discomfort breast pain breast redness, adolescent gynecology ages 0-22 contraception, and gender affirming care transgender care born female recently. What could this be?"
"26","general OB/GYN","9","[""infertility IVF reproductive assistance"", ""repeat pap smear follow-up pap"", ""endometriosis""]","infertility IVF reproductive assistance, repeat pap smear follow-up pap, and endometriosis on and off. Should I be concerned?"
"26","general OB/GYN","10","[""endometriosis"", ""endometrial biopsy"", ""sexual dysfunction intimacy problems""]","Symptoms include endometriosis, endometrial biopsy, and sexual dysfunction intimacy problems since yesterday."
